,삼성전자,SK하이닉스,삼성바이오로직스,NAVER,현대차,LG화학,현대모비스,셀트리온,삼성물산,삼성SDI,LG생활건강,POSCO,신한지주,SK텔레콤,KB금융,기아차,SK,한국전력,삼성에스디에스,엔씨소프트,카카오,삼성생명,KT&G,LG,SK이노베이션,아모레퍼시픽,LG전자,하나금융지주,삼성화재,삼성전기,S-Oil,한국조선해양,넷마블,우리금융지주,고려아연,롯데케미칼,KT,코웨이,기업은행,아모레G,강원랜드,LG유플러스,한온시스템,현대글로비스,LG디스플레이,미래에셋대우,현대중공업지주,GS,삼성카드,현대건설,삼성중공업,오리온,현대제철,롯데지주,한국금융지주,LG이노텍,한국타이어앤테크놀로지,CJ제일제당,에스원,호텔신라,한미약품,삼성엔지니어링,롯데쇼핑,CJ대한통운,NH투자증권,삼성증권,이마트,GS리테일,두산밥캣,한국가스공사,DB손해보험,한국항공우주,유한양행,BGF리테일,대림산업,한화솔루션,대우조선해양,휠라홀딩스,신세계,쌍용양회,제일기획,CJ,GS건설,일진머티리얼즈,메리츠종금증권,대한항공,BNK금융지주,하이트진로,한미사이언스,금호석유,팬오션,포스코인터내셔널,SKC,현대해상,현대백화점,오뚜기,KCC,대우건설,한화생명,한화에어로스페이스,한전KPS,현대미포조선,현대엘리베이,한화,한샘,만도,동서,LS ELECTRIC,효성,녹십자,신세계인터내셔날,이노션,대웅제약,농심,한올바이오파마,OCI,영원무역,LS,한솔케미칼,DB하이텍,SK네트웍스,현대위아,현대로템,한국테크놀로지그룹,GKL,코오롱인더,영풍,두산중공업,금호타이어,두산,태광산업,두산인프라코어,롯데정밀화학,영진약품,HDC현대산업개발,종근당,현대그린푸드,한국콜마,녹십자홀딩스,오리온홀딩스,롯데칠성,현대홈쇼핑,아이에스동서,부광약품,에스엘,동원F&B,동아에스티,휴켐스,후성,애경산업,넥센타이어,락앤락,쿠쿠홀딩스,한전기술,대덕전자,대상,SK케미칼,코스맥스,한섬,SPC삼립,동원시스템즈,대한유화,LIG넥스원,롯데하이마트,보령제약,한세실업,HDC,JW중외제약,풍산,CJ CGV,동아쏘시오홀딩스,S&T모티브,빙그레,BGF,LG상사,삼양홀딩스,대교,한일현대시멘트,세아베스틸,세방전지,동국제강,일양약품,LF,SK디스커버리,삼양사,한라홀딩스,LG하우시스,롯데푸드,한국단자,AK홀딩스,한국쉘석유,남해화학,유니드,JW홀딩스,고려제강,쌍용차,남양유업,동양,현대리바트,효성중공업
20160331,190330970144000.0,20493266574750.0,0.0,20997226523000.0,33592163047500.0,21703785250000.0,24238621887000.0,12416370001200.0,27125676149000.0,6807688470000.0,14759196165000.0,19137510282500.0,19205083273500.0,16835480743500.0,12305301422050.0,19579049660100.0,15690346231000.0,38646237435400.0,13541115000000.0,5559007077000.0,5990455376000.0,23500000000000.0,15102174670000.0,11820163473500.0,15904077008000.0,22594206385000.0,10080705342400.0,7340875937600.0,13975576915000.0,4391989324800.0,11021855336800.0,8094000000000.0,0.0,0.0,9085905000000.0,11705055588500.0,7781131878400.0,7442542814000.0,6815923985500.0,11689378570000.0,8750166450000.0,4824555539050.0,4910960000000.0,7068750000000.0,9517897620000.0,2701816368570.0,0.0,5482007302000.0,4362087246150.0,4693645494750.0,2551173015300.0,0.0,7406241067500.0,3650155200000.0,2449157348400.0,1876801585100.0,6738803753600.0,4573168805000.0,3359127335200.0,2610000046500.0,7294142589000.0,2126600000000.0,7904213892000.0,4334345360000.0,2794390247910.0,3053584841750.0,4892206234500.0,3630550000000.0,0.0,3540203550000.0,5373720000000.0,6355376976400.0,3128289153000.0,0.0,3163320000000.0,4111993507050.0,1386215915760.0,1076522932800.0,1998571743000.0,1448412458400.0,1955700825000.0,5698140359000.0,1938300000000.0,499800000000.0,1770516373710.0,2258032064000.0,3161571886200.0,2026861357900.0,8685256041000.0,1773219616200.0,1982383949925.0,2459727885600.0,1171293184200.0,2968080000000.0,3217835637500.0,3120080000000.0,4391509408000.0,2610110166640.0,5819151000000.0,2143795500000.0,2884500000000.0,1284000000000.0,1349861712400.0,2661035092500.0,5259832908000.0,1469757856000.0,3205355000000.0,1429500000000.0,5056913520000.0,2091890302000.0,624750000000.0,1614000000000.0,1129691062500.0,2433056800000.0,932779083600.0,2528033326000.0,2131381610800.0,1442560000000.0,772591338000.0,800839367600.0,1588400940800.0,2855483715000.0,1474750000000.0,2134812970350.0,1413402059500.0,1818673230400.0,2011507680000.0,2293018329600.0,1327142527200.0,1880346499200.0,1035462000000.0,1350534094140.0,1050060000000.0,624334300000.0,0.0,1303153425000.0,1895466950800.0,1715442276300.0,1711826844000.0,5462147174000.0,2250472257000.0,1566000000000.0,1287150938400.0,974960529400.0,546921203500.0,1290876978000.0,1266551856000.0,784868889600.0,404248919375.0,0.0,1402851010350.0,789250000000.0,1965573680000.0,1194375000000.0,405009290000.0,999656253750.0,0.0,1129438379500.0,988894500000.0,1846607926000.0,1818006327000.0,1664000000000.0,2321000000000.0,1208714854400.0,467022000000.0,2268000000000.0,3463903071000.0,659742195200.0,830919842700.0,2088621593100.0,991080382500.0,995273972600.0,683676125400.0,4062930096000.0,1387608000000.0,1348872682500.0,902085352500.0,0.0,986208272500.0,595700000000.0,653206012700.0,952299200000.0,757316000000.0,1941830074500.0,974444344100.0,583345314000.0,1242022295000.0,1147587368000.0,988383500000.0,743188172100.0,639600000000.0,482878353960.0,442714181400.0,464856692650.0,799200000000.0,1133437992960.0,587520000000.0,833007379870.0,598116172500.0,0.0
20160429,180611324565000.0,20493266574750.0,0.0,22315733683000.0,31609674736500.0,19682516700000.0,25358076311500.0,11712780336800.0,24849395633000.0,7839156420000.0,15727524379000.0,20968433817500.0,19821542736600.0,16633616466000.0,13445038916400.0,19416904321300.0,15760706528000.0,39673379958600.0,13192914900000.0,5021746038000.0,6777640404000.0,21900000000000.0,16886977131000.0,11751140621100.0,14332162420000.0,23821834675000.0,9524302774800.0,7592478540300.0,13951889496500.0,3891541561600.0,9805961183200.0,8816000000000.0,0.0,0.0,9350085000000.0,10025560057500.0,7976965734400.0,7604504885600.0,6803742602250.0,13404884640000.0,9124562325000.0,4890047243200.0,5498140000000.0,7125000000000.0,8551795230000.0,2701816368570.0,0.0,5138220403400.0,4495324970800.0,4476501753000.0,2470366630200.0,0.0,8393739876500.0,0.0,2568968231200.0,1744265785900.0,6577766163900.0,5000875240000.0,3537723471800.0,2876887269300.0,6229761267000.0,2479400000000.0,8565522624000.0,4437000908000.0,2800018425650.0,3011545501000.0,5115212786500.0,4119500000000.0,0.0,3826373850000.0,4963080000000.0,6608812254600.0,3256543432000.0,0.0,3156360000000.0,4144955378850.0,1509252831360.0,1176033456000.0,2082255781500.0,1567869156000.0,1932692580000.0,6237350572000.0,2201000000000.0,605640000000.0,1792865107740.0,2126920524800.0,3027938435340.0,1960234427450.0,7927482024000.0,2080943295300.0,2110618676480.0,2829825831350.0,1035186961050.0,2842920000000.0,3451860047500.0,2810480000000.0,4486518025000.0,2639203751300.0,5801780400000.0,2215521000000.0,3397500000000.0,1464000000000.0,1423759251400.0,2833440183000.0,4494980248000.0,1770283424000.0,3215325000000.0,1569000000000.0,4301888237500.0,2021771074000.0,554778000000.0,1650000000000.0,1041633092500.0,2271866787000.0,830626144200.0,2706903608500.0,2025034087600.0,1635760000000.0,814383559500.0,862954332400.0,1685194123130.0,2627045017800.0,1525750000000.0,2111557927100.0,1784536079500.0,1755907921500.0,1994929320000.0,2770730481600.0,1297123827180.0,2286620460000.0,1105606200000.0,1624375108620.0,968790000000.0,1420960000000.0,0.0,1053813600000.0,1949204415900.0,1839933167200.0,1655392992000.0,5557764630000.0,2437289910000.0,1602000000000.0,1277242199100.0,1062565422450.0,540148185500.0,1134582456000.0,1191558654000.0,823703548200.0,542386550110.0,0.0,1402851010350.0,731500000000.0,2044000560000.0,1286103000000.0,370851880000.0,984171045000.0,0.0,1264431014500.0,1092340500000.0,1837978917000.0,1899876810600.0,1530750000000.0,1964600000000.0,1331474956800.0,474609000000.0,2060000000000.0,3806901090000.0,746895638600.0,892573254300.0,2422970338500.0,888390126000.0,959265507600.0,671854636200.0,4607957304000.0,1469004000000.0,1395976173000.0,798747875500.0,158464667400.0,1045380768850.0,602700000000.0,909720490680.0,897065846400.0,752930000000.0,1766846638500.0,1000168851600.0,611432310600.0,1345150500000.0,1122937520000.0,931101000000.0,794853660000.0,612300000000.0,490330180410.0,417378128850.0,553208337340.0,767700000000.0,1101877370880.0,534960000000.0,840167901760.0,572223697500.0,0.0
20160531,184716383404000.0,20893667875500.0,0.0,23733128880000.0,30728568820500.0,17959468100000.0,24822685065000.0,11554053342200.0,22762805160000.0,7736009625000.0,16492816032000.0,18134861680000.0,18754593665850.0,17925547842000.0,13174592731300.0,18910200137550.0,16112508013000.0,40379540443300.0,14160137400000.0,5273929791000.0,6934635214800.0,20800000000000.0,17504793367500.0,11371514932900.0,15118119714000.0,24406419575000.0,9180642365400.0,7651679152700.0,13170204686000.0,3899010931200.0,9670861832800.0,8322000000000.0,0.0,0.0,8859465000000.0,9734218996000.0,8381689036800.0,7943853988000.0,6383758491000.0,13325093660000.0,9103168275000.0,5042861219550.0,6592430000000.0,6825000000000.0,9231645060000.0,2590738065630.0,0.0,4868765807200.0,4443188469850.0,3808367163000.0,2202551182440.0,0.0,6525498886500.0,3084438000000.0,2488165542800.0,2056671598300.0,6342403532800.0,5033775735000.0,3799917800000.0,2586451173900.0,6605425263000.0,1895320000000.0,7195668822000.0,4881841616000.0,2555192693960.0,2724913632250.0,5073399058000.0,4073300000000.0,0.0,3669441750000.0,5161320000000.0,6521084658300.0,3535357082000.0,0.0,2829240000000.0,3930703212150.0,1337001149520.0,1046114883800.0,2042875057500.0,1366285978800.0,1869419906250.0,6324790066000.0,2101600000000.0,658560000000.0,1581793730790.0,2017660908800.0,2851933402500.0,1760353636100.0,8976707586000.0,1943838685800.0,1972391760640.0,2687480467600.0,1026610917000.0,2825040000000.0,3100823432500.0,2917120000000.0,4270109508500.0,2423079979540.0,5549906700000.0,2364285000000.0,3163500000000.0,1438000000000.0,1502583293000.0,2885911297500.0,4342009716000.0,2084896128000.0,3320010000000.0,1530000000000.0,4126300962500.0,2132793185000.0,487662000000.0,1776000000000.0,1158657500000.0,2317486602000.0,906375069300.0,2334853420900.0,1858866082600.0,1828960000000.0,876507132000.0,889575031600.0,1531317781990.0,2518264685800.0,1483250000000.0,2172021039550.0,1744329894000.0,1738330711200.0,1740727800000.0,2574337708000.0,1333462253520.0,2063276136000.0,1029895000000.0,1286222946800.0,912030000000.0,2140321000000.0,0.0,1077336225000.0,1856385158000.0,1941213892000.0,1638933118500.0,5796808270000.0,2402648226000.0,1614000000000.0,1334738632500.0,1198887524100.0,528295404000.0,1095991216000.0,1131478312000.0,823703548200.0,582118443900.0,0.0,1325718308750.0,819500000000.0,1754801440000.0,1093092000000.0,349381508000.0,999656253750.0,0.0,1403923404000.0,1004904000000.0,1743059818000.0,1685568780000.0,1469000000000.0,2184600000000.0,1222879481600.0,538677000000.0,1692000000000.0,3377211264000.0,991487560400.0,836524698300.0,2412389682000.0,929662272000.0,1034163114800.0,694512490500.0,5437885098000.0,1488384000000.0,1258947837000.0,792818676000.0,387950217000.0,914484034500.0,569800000000.0,798254006130.0,912302633600.0,701760000000.0,1895653890000.0,1085574216500.0,735663257100.0,1264441470000.0,1251664504000.0,968595000000.0,951174879800.0,590200000000.0,472942585360.0,443158673550.0,808446422000.0,711000000000.0,972890480640.0,519840000000.0,833007379870.0,460022972500.0,0.0
20160630,203731305225000.0,23587276626000.0,0.0,23403502090000.0,29847462904500.0,17230486000000.0,24530653476000.0,11204283816200.0,23331875289000.0,7426569240000.0,17445526049000.0,17568147252500.0,18019584306000.0,17400700720500.0,12595065191800.0,17511696590400.0,14247960142500.0,38774630250800.0,11103714300000.0,5175249192000.0,6280348272100.0,20100000000000.0,18740425840500.0,10991889244700.0,12991411742000.0,25224838435000.0,8820617174600.0,6882071191500.0,12483269549500.0,3742154169600.0,8522517354400.0,8018000000000.0,0.0,0.0,9585960000000.0,9699943577000.0,7741965107200.0,8059541182000.0,6243763787250.0,13364989150000.0,8921318850000.0,4759063834900.0,5604900000000.0,6431250000000.0,9446334480000.0,2544999940890.0,0.0,4408834686100.0,4808143976500.0,3713714762750.0,2114818535760.0,0.0,6118489242250.0,2778837000000.0,2346064263200.0,1864968031600.0,6317628519000.0,5113086573000.0,4103911224000.0,2664947415900.0,7367188366000.0,2009000000000.0,6376905630000.0,4950278648000.0,2569263138310.0,2698161324500.0,4822516687000.0,4196500000000.0,0.0,3669441750000.0,4906440000000.0,7135177832400.0,3412679076000.0,0.0,2644800000000.0,3914222276250.0,1156547006640.0,1036988472600.0,1919810295000.0,1396150153200.0,1944196702500.0,5889370196000.0,1970250000000.0,723240000000.0,1599176079480.0,1890191356800.0,2630297435220.0,1672686622350.0,8918417277000.0,1812827614500.0,1858088734080.0,2846907275000.0,1015309712750.0,2614950000000.0,3018914889000.0,2831120000000.0,4016753196500.0,2331642999180.0,5028788700000.0,2582118000000.0,2916000000000.0,1382000000000.0,1527215806000.0,2653539219000.0,3741894552000.0,2042634720000.0,3324995000000.0,1426500000000.0,4372123147500.0,2197069144000.0,484806000000.0,1622000000000.0,1210797087500.0,2274908108000.0,1097053398000.0,2153598201300.0,1834494775200.0,1806420000000.0,857305300500.0,818586500400.0,1474234623180.0,2423081895300.0,1517250000000.0,2069698849250.0,1642268038500.0,1816205136900.0,1772042480000.0,2250555027200.0,1508834658900.0,1982446761600.0,966431200000.0,1412770688340.0,804960000000.0,2078154000000.0,0.0,1039700025000.0,1817303365200.0,2110015100000.0,1780017748500.0,5629477722000.0,2209644558000.0,1524000000000.0,1653706941600.0,1279186844250.0,487657296000.0,1094061654000.0,1144144114000.0,866626065600.0,578422453780.0,0.0,1272689576400.0,794750000000.0,1426388880000.0,1016652000000.0,351821323000.0,944597733750.0,0.0,1534416284500.0,967959000000.0,1617939187500.0,1586842608600.0,1556750000000.0,2136200000000.0,1088315523200.0,565653000000.0,1508000000000.0,2981444319000.0,1167668714800.0,816907703700.0,2190195895500.0,849769420500.0,939100767200.0,666929015700.0,5289241314000.0,1459314000000.0,1254665701500.0,746232108500.0,385853188800.0,891173657150.0,530600000000.0,771631068410.0,1098953276800.0,618426000000.0,1764416313000.0,967241482000.0,658964151000.0,1143377925000.0,1166759472000.0,937350000000.0,874339026000.0,577850000000.0,433199510960.0,393820044900.0,748966755600.0,667800000000.0,960540672000.0,495360000000.0,772142943805.0,446213652500.0,0.0
20160729,218029109643000.0,25043281356000.0,0.0,23403502090000.0,29076495228000.0,16137012850000.0,24822685065000.0,12137002552200.0,25703000826500.0,7254657915000.0,15743142576000.0,19747818127500.0,18944273500650.0,18571513530000.0,13599579593600.0,17086065076050.0,14670121924500.0,39352397920100.0,12148314600000.0,5504184522000.0,6136744627800.0,19460000000000.0,16612392137000.0,10957377818500.0,13499972344000.0,22681894120000.0,8755158049000.0,8154884358100.0,12625394060500.0,4123092019200.0,8612583588000.0,9538000000000.0,0.0,0.0,9604830000000.0,10402589666500.0,8290299904000.0,6609595017200.0,6635748957750.0,11529796610000.0,8771560500000.0,4780894402950.0,6112010000000.0,6300000000000.0,11092286700000.0,2966444090280.0,0.0,4469229681800.0,4999311146650.0,4097892152000.0,2294901336840.0,0.0,6752356721000.0,2693553000000.0,2613549024800.0,2115839365800.0,6714028739800.0,5178892063000.0,3856916567000.0,2339188011600.0,6375852821000.0,2077600000000.0,6077742156000.0,4573874972000.0,2926652424800.0,2889249237000.0,4557696406500.0,3880800000000.0,0.0,3904839900000.0,4495800000000.0,7856493624200.0,3412679076000.0,0.0,2923200000000.0,4210879122450.0,0.0,1008468437600.0,1791822942000.0,1426014327600.0,2070742050000.0,5845637249000.0,2037700000000.0,670320000000.0,1867360887840.0,2075932704000.0,2871489517260.0,1578006247500.0,8393804496000.0,1849388843700.0,1958972111040.0,2431258812850.0,1122283194500.0,2708820000000.0,2901902684000.0,2686640000000.0,4164544378500.0,2585172808360.0,5011418100000.0,2874333000000.0,3087000000000.0,1608000000000.0,1519826052100.0,2668530966000.0,4047835616000.0,2441770240000.0,3250220000000.0,1300500000000.0,4881326245000.0,2045144150000.0,559062000000.0,1604000000000.0,1101883282500.0,2046809033000.0,1151906067900.0,2217991503000.0,1570841540600.0,1716260000000.0,903615600000.0,789747409600.0,1541245287870.0,2336057629700.0,1810500000000.0,1920866572450.0,1611340203500.0,2188347346900.0,2068610920000.0,2781346307200.0,1572031922100.0,2392974900000.0,997606400000.0,1653418852580.0,917190000000.0,1918296000000.0,0.0,1049109075000.0,1812418141100.0,2002404329900.0,1613067603000.0,5503979811000.0,2041384950000.0,1458000000000.0,1816605957600.0,1139129890500.0,489350550500.0,899175892000.0,975266754000.0,797132466000.0,717022083280.0,0.0,1296793545650.0,706750000000.0,1460700640000.0,1200108000000.0,384026881000.0,1046111880000.0,0.0,1304928805000.0,959338500000.0,1656769728000.0,1514603946600.0,1527500000000.0,2299000000000.0,1056445112000.0,560595000000.0,1232000000000.0,3339519174000.0,1083326672800.0,870153831900.0,1940492402100.0,794086524000.0,874285530200.0,619643058900.0,4942405818000.0,1412802000000.0,1031994655500.0,706421769000.0,438278893800.0,961104789200.0,541100000000.0,865104300430.0,938967011200.0,609654000000.0,1623457434000.0,997081910700.0,680569533000.0,1134410255000.0,1114720904000.0,914437000000.0,878313294300.0,581750000000.0,439160972120.0,404043364350.0,704385401100.0,664200000000.0,987984691200.0,491040000000.0,859262626800.0,449665982500.0,0.0
20160831,229504325940000.0,26535686204250.0,0.0,27853463755000.0,29296771707000.0,17926332550000.0,25358076311500.0,12451795125600.0,28738041514500.0,7942303215000.0,14852905347000.0,20140158885000.0,19442183067000.0,17642937853500.0,15029080857700.0,17004992406650.0,14916382964000.0,37233916466000.0,12380448000000.0,5920835940000.0,5488720884600.0,20600000000000.0,16063222149000.0,11371514932900.0,13453739562000.0,22564977140000.0,8427862421000.0,8672889716600.0,12791205990000.0,3973704627200.0,7959603394400.0,10450000000000.0,0.0,0.0,9029295000000.0,9185812292000.0,8251133132800.0,6432207986400.0,6579751076250.0,11569692100000.0,8439952725000.0,5086522355650.0,6245460000000.0,6881250000000.0,10752361785000.0,2597272083450.0,0.0,4590019673200.0,5126755926750.0,4292764740750.0,2234873736480.0,0.0,6845768770500.0,2409273000000.0,2234612279200.0,1952536327500.0,6912228850200.0,5126247671000.0,3913915334000.0,2661022603800.0,6198455934000.0,2205000000000.0,6392651076000.0,4585281144000.0,2842229758700.0,2679052533250.0,4390441492500.0,3626700000000.0,0.0,3918686850000.0,4779000000000.0,8256141562900.0,3217509521000.0,0.0,2822280000000.0,4219119590400.0,0.0,1146505407000.0,2003494333500.0,1539628094400.0,1829155477500.0,5568661918000.0,2041250000000.0,705600000000.0,1678638244920.0,2298093923200.0,2884526927100.0,1535926080900.0,7810901406000.0,2099223909900.0,1956310464150.0,2607767063900.0,1030323534750.0,3021720000000.0,2937006345500.0,2404560000000.0,4354561612500.0,2526985639040.0,4924565100000.0,3272808000000.0,2898000000000.0,1524000000000.0,1724275910000.0,2747237637750.0,3459487416000.0,2455857376000.0,3075745000000.0,1281000000000.0,4635504060000.0,2045144150000.0,516936000000.0,1390000000000.0,878262385000.0,1824792600000.0,1047424791900.0,2084435025400.0,1482218604600.0,2025380000000.0,1008660913500.0,756471535600.0,1571027805510.0,2474752553000.0,2035750000000.0,1990631702200.0,1614432987000.0,2060662214000.0,2005981560000.0,2935275778400.0,1570451990520.0,2520600228000.0,926348800000.0,1694909915380.0,908160000000.0,1909415000000.0,0.0,939023190000.0,1626779625300.0,1901123605100.0,1420251942000.0,4440235613000.0,1857041703000.0,1476000000000.0,1483132177800.0,1038288883800.0,567240257500.0,754458742000.0,878162272000.0,803264254200.0,647722268530.0,0.0,1345001484150.0,682000000000.0,1372470400000.0,1240239000000.0,376219473000.0,1102890978750.0,0.0,1318428068500.0,939634500000.0,1592052160500.0,1427917552200.0,1270750000000.0,2015200000000.0,1038739328000.0,531933000000.0,968000000000.0,3516671997000.0,1351346939600.0,878561115300.0,1745808322500.0,900610326000.0,761865385600.0,543788503200.0,5016727710000.0,1288770000000.0,1027712520000.0,684399028000.0,377465076000.0,864277067900.0,529200000000.0,808832626880.0,886590555200.0,637432000000.0,1604014830000.0,1044415004500.0,821004516000.0,977476030000.0,922999864000.0,797789000000.0,792204147800.0,570050000000.0,418792646490.0,392486568450.0,772743478000.0,675900000000.0,1041500528640.0,506880000000.0,723212710890.0,403059527500.0,0.0
20160930,226387600526000.0,29265695073000.0,0.0,29106045557000.0,29847462904500.0,16004470650000.0,26769562325000.0,12405159188800.0,28263816407000.0,6601394880000.0,14915378135000.0,19791411545000.0,19039113418050.0,18248530686000.0,14623411580050.0,17086065076050.0,14916382964000.0,34666060158000.0,11916181200000.0,6480026001000.0,5523554161600.0,21100000000000.0,17161562125000.0,11164446375700.0,14933188586000.0,22740352610000.0,7838730290600.0,8243685276700.0,13241266941500.0,3652521734400.0,9141722710400.0,10488000000000.0,0.0,0.0,9076470000000.0,10214074862000.0,8329466675200.0,7357705538400.0,6691746839250.0,13205407190000.0,8407861650000.0,5130183491750.0,6619120000000.0,6787500000000.0,10054621170000.0,2551533958710.0,0.0,4970972723000.0,5804530439100.0,4370713776250.0,2163302366820.0,0.0,6779045878000.0,2501664000000.0,2270834174000.0,1853134478100.0,7358179098600.0,4777768974000.0,3856916567000.0,2374511320500.0,5301036388000.0,2116800000000.0,6502869198000.0,4916060132000.0,2805646603390.0,2644656709000.0,4390441492500.0,3788400000000.0,0.0,4080234600000.0,4828560000000.0,7437350664100.0,3094831515000.0,0.0,2884920000000.0,3988386487800.0,0.0,1088324535600.0,1786900351500.0,1425905564700.0,1840659600000.0,5426363628000.0,2083850000000.0,625240000000.0,1668705474240.0,2545749052800.0,2796524410680.0,1581512928050.0,6645095226000.0,2129691600900.0,2052129752190.0,2789969129500.0,1062227906500.0,3240750000000.0,2773189258500.0,2580000000000.0,4175100891500.0,2643359977680.0,5002732800000.0,3379068000000.0,2601000000000.0,1484000000000.0,1672547632700.0,2627303661750.0,4141971328000.0,2319681728000.0,2916225000000.0,1260000000000.0,4565269150000.0,2121106647000.0,568344000000.0,1464000000000.0,939671232500.0,1909949588000.0,961227739200.0,2229916188500.0,1641739889400.0,1874040000000.0,986070523500.0,789747409600.0,1660375358430.0,2355094187800.0,1751000000000.0,2134812970350.0,1524742265500.0,2083614568800.0,1943352200000.0,2744190917600.0,1785322685400.0,2148359688000.0,933029200000.0,1636822427460.0,811410000000.0,2202488000000.0,0.0,950314050000.0,1573042160200.0,2031944541300.0,1347358216500.0,4968863273000.0,1979524800000.0,1464000000000.0,1675703134600.0,1081239682950.0,557080730500.0,870232462000.0,920381612000.0,817571760000.0,705934112920.0,0.0,1426954979600.0,682000000000.0,1396978800000.0,1114113000000.0,376219473000.0,1015141462500.0,0.0,1363425613500.0,999978000000.0,1708543782000.0,1430325507600.0,1387750000000.0,1823800000000.0,1045821641600.0,578298000000.0,1072000000000.0,3867208434000.0,1632487079600.0,948621810300.0,1771201898100.0,876400371000.0,696061273600.0,586148839500.0,4781375052000.0,1352724000000.0,1160458720500.0,734373709500.0,383231903550.0,898346080950.0,518700000000.0,753517444500.0,938014712000.0,647666000000.0,1642900038000.0,1044415004500.0,730261911600.0,941605350000.0,940802532000.0,808204000000.0,798827928300.0,584350000000.0,423760530790.0,399153950700.0,980789799000.0,700200000000.0,1081294356480.0,496080000000.0,690990362385.0,419458095000.0,0.0
20161031,230573433343000.0,29848096965000.0,0.0,28249015903000.0,30838707060000.0,16335826150000.0,26672218462000.0,12381841220400.0,30634941944500.0,6484495179000.0,12806921540000.0,20663279895000.0,20793651889950.0,18046666408500.0,16342676613900.0,16498288222900.0,15725526379500.0,31616730792250.0,11954870100000.0,5800226319000.0,5158918556800.0,22100000000000.0,15514052161000.0,10577752130300.0,14008532946000.0,20986597910000.0,7822365509200.0,9708900433600.0,13809764985500.0,3518073081600.0,8837749172000.0,11058000000000.0,0.0,0.0,8585850000000.0,9888458381500.0,8433911398400.0,6843693964800.0,7391720358000.0,11809065040000.0,8119041975000.0,5152014059800.0,5711660000000.0,6506250000000.0,9768368610000.0,2531931905250.0,0.0,4747975815800.0,5584398546200.0,4615696459250.0,2251035013500.0,0.0,6592221779000.0,2729088000000.0,2290338271200.0,1846034346000.0,6837903808800.0,4600083351000.0,3514923965000.0,2248917333300.0,3777510182000.0,1856120000000.0,7195668822000.0,4585281144000.0,2842229758700.0,2640834950750.0,4529820587500.0,3757600000000.0,0.0,4278707550000.0,5033880000000.0,6316386933600.0,2342034660000.0,0.0,2843160000000.0,4458093160950.0,0.0,994778820800.0,1831203666000.0,1404035847450.0,1949948763750.0,5090862651000.0,1902800000000.0,631120000000.0,1691054208270.0,2330871808000.0,3027938435340.0,1542939442000.0,4435892514900.0,2135785139100.0,1919338810655.0,2841213460450.0,1015309712750.0,3160290000000.0,2749786817500.0,2263520000000.0,4270109508500.0,2630891298540.0,5428312500000.0,3389694000000.0,2470500000000.0,1406000000000.0,1379420728000.0,2799708752250.0,4177272220000.0,2521597344000.0,2706855000000.0,1174500000000.0,4705738970000.0,1630272051000.0,559062000000.0,1386000000000.0,791363072500.0,1751800896000.0,616439528400.0,2158368075500.0,1424613696200.0,1767780000000.0,935242146000.0,756471535600.0,1618183458440.0,2140253032100.0,1589500000000.0,2013886745450.0,1342268039000.0,1870139976000.0,1832829800000.0,2781346307200.0,1619429869500.0,2180266020000.0,934142600000.0,1437665326020.0,748200000000.0,1554175000000.0,0.0,872218935000.0,1636550073500.0,1719662306500.0,1044026262000.0,4295983835000.0,1905292620000.0,1362000000000.0,1517138766000.0,933713025000.0,516442622500.0,777613486000.0,725328261200.0,966778606200.0,717946080810.0,0.0,1267868782550.0,737000000000.0,1294043520000.0,959322000000.0,367436139000.0,927391946250.0,0.0,1039443289500.0,999978000000.0,1471246034500.0,1346047068600.0,1329250000000.0,1628000000000.0,1042280484800.0,480510000000.0,1012000000000.0,3656132730000.0,922139659200.0,975244874400.0,1434737021400.0,877295385000.0,598086262400.0,614717438400.0,4310669736000.0,1079466000000.0,1070533875000.0,706421769000.0,411630445200.0,832001160800.0,519400000000.0,780224391900.0,745650273600.0,634508000000.0,1453334649000.0,1059849709000.0,733502718900.0,849238349000.0,946280276000.0,744672500000.0,816049757600.0,573300000000.0,404882570450.0,415155668100.0,592634805820.0,702000000000.0,1007195504640.0,485280000000.0,767369262545.0,427225837500.0,0.0
